"Género","Municipio de Nacimiento","País","Municipio Dirección","Barrio Dirección","Estrato","Estado civil","EPS","Grupo Sisben","Zona","Nivel de formación","Ocupación","Medio de Transporte","Multiculturalidad","Estado","Fecha de Matrícula","Jornada","Programa","Período","Nivel","Edad"
"Masculino","Medellín","Colombia","Envigado","La Sebastiana","2","Soltero(a)","EPS Sura","C3","Urbana","Sin respuesta","Estudiante básica","Público Bus o Buseta","No aplica","Inactivo","2021-08-25T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","16"
"Femenino","Bello","Colombia","Envigado","La Pradera","3","Soltero(a)","EPS Sura","Sin respuesta","Rural","Media","Desempleado","Público Bus o Buseta","No aplica","Inactivo","2018-07-13T10:00:00Z","DIURNA","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2020-2","SEMESTRE 2","30"
"Femenino","Envigado","Colombia","Envigado","La Paz","4","Soltero(a)","Policía Nacional","Sin respuesta","Rural","Sin respuesta","Estudiante básica","A Pie","No aplica","Inactivo","2020-07-25T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","15"
"Femenino","Medellín","Colombia","Envigado","La Magnolia",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-10-12T10:00:00Z","DIURNA","EXTENSIÓN - BIOSEGURIDAD","2020-2","SEMESTRE 1","61"
"Femenino","Cartagena Del Chairá","Colombia","Envigado","El Salado","1","Soltero(a)","SISBEN","Sin respuesta","Urbana","Básica secundaria","Estudiante superior","A Pie","No aplica","Cancelado","2020-01-31T10:00:00Z","DIURNA","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2021-1","SEMESTRE 2","19"
"Masculino","Itagui","Colombia","Envigado","Sin respuesta","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Desempleado","Sin respuesta","No aplica","Graduado","2015-02-03T10:00:00Z","DIURNA","03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA","2015-2","SEMESTRE 2","26"
"Femenino","Envigado","Colombia","Envigado","San Rafael","2","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Graduado","2016-05-05T10:00:00Z","DIURNA","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2017-1","SEMESTRE 2","32"
"Femenino","Remedios","Colombia","Envigado","El Salado",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-09-24T10:00:00Z","DIURNA","EXTENSIÓN MANIPULACIÓN DE ALIMENTOS","2020-2","SEMESTRE 1","55"
"Femenino","Itagui","Colombia","Envigado","El Salado","2","Soltero(a)","Nueva Promotora de Salud - Nueva EPS","Sin respuesta","Urbana - rural","Media","Estudiante superior","Público Bus o Buseta","No aplica","Cancelado","2017-12-18T10:00:00Z","DIURNA","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2018-2","SEMESTRE 1","21"
"Femenino","Medellín","Colombia","Envigado","Loma De Las Brujas","5","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Sin respuesta","No aplica","Activo","2015-02-03T10:00:00Z","NOCHE","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2015-2","SEMESTRE 2","48"
"Masculino","Envigado","Colombia","Envigado","El Salado","1","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Inactivo","2017-05-11T10:00:00Z","DIURNA","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2019-2","SEMESTRE 2","24"
"Masculino","Sin respuesta","Colombia","Medellín","Barrio Obrero",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2021-04-05T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2021 - MT","DÉCIMO","18"
"Masculino","Envigado","Colombia","Envigado","Vereda - El Escobero","2","Soltero(a)","Coomeva EPS","N0","Rural","Básica secundaria","Desempleado","Bicicleta","No aplica","Graduado","2020-01-31T10:00:00Z","DIURNA","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2020-2","SEMESTRE 2","20"
"Femenino","Medellín","Colombia","Envigado","Los Naranjos","3","Casado(a)","Salud Total EPS","N0","Rural","Media","Desempleado","Público Bus o Buseta","No aplica","Inactivo","2020-07-23T10:00:00Z","DIURNA","14T-TÉCNICO LABORAL EN CONTABILIDAD","2021-1","SEMESTRE 2","41"
"Femenino","Itagui","Colombia","Envigado","El Dorado","3","Casado(a)","EPS Sura","N0","Urbana","Básica secundaria","Desempleado","A Pie","No aplica","Activo","2021-07-31T10:00:00Z","NOCHE","22T-TÉCNICO LABORAL EN MARKETING DIGITAL","2022-1","SEMESTRE 2","29"
"Masculino","Andes","Colombia","Envigado","Barrio Mesa","3","Soltero(a)","Cafesalud  EPS","C2","Urbana","Media","Independiente","A Pie","No aplica","Graduado","2019-12-12T10:00:00Z","NOCHE","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2021-1","SEMESTRE 2","21"
"Masculino","Bello","Colombia","Bello","Tierradentro","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Graduado","2015-02-03T10:00:00Z","NOCHE","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2015-2","SEMESTRE 2","28"
"Masculino","Medellín","Colombia","Envigado","Barrio Obrero","3","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Graduado","2019-01-31T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2020-2","SEMESTRE 2","25"
"Masculino","Medellín","Colombia","Envigado","El Dorado","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Básica secundaria","Estudiante superior","Particular Motocicleta","No aplica","Sancionado","2016-06-07T10:00:00Z","DIURNA","31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos)","2017-2","SEMESTRE 2","25"
"Masculino","Medellín","Colombia","Envigado","Vereda - Pantanillo","2","Soltero(a)","Salud Total EPS","Sin respuesta","Rural","Sin respuesta","Estudiante básica","Público Otro","No aplica","Inactivo","2020-07-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Masculino","Medellín","Colombia","Medellín","Alfonso López","3","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Empleado","Sin respuesta","No aplica","Graduado","2015-06-23T10:00:00Z","NOCHE","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2016-1","SEMESTRE 2","31"
"Femenino","Envigado","Colombia","Envigado","Barrio Obrero","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Independiente","A Pie","No aplica","Inactivo","2018-12-21T10:00:00Z","DIURNA","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2019-2","SEMESTRE 2","22"
"Masculino","Envigado","Colombia","Envigado","La Mina","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Independiente","Público Bus o Buseta","No aplica","Sancionado","2020-01-30T10:00:00Z","NOCHE","31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos)","2020-1","SEMESTRE 1","55"
"Femenino","Medellín","Colombia","Envigado","Las Orquídeas","2","Soltero(a)","Cruz Blanca  EPS","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Graduado","2016-07-08T10:00:00Z","NOCHE","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2018-1","SEMESTRE 2","34"
"Femenino","Sin respuesta","Colombia","Envigado","Los Naranjos","4","Soltero(a)","Suramericana","N0","Urbana","Media","Independiente","Público Bus o Buseta","No aplica","Sin estado",,"DIURNA","22T-TÉCNICO LABORAL EN MARKETING DIGITAL",,,"35"
"Masculino","Envigado","Colombia","Envigado","Uribe Ángel","2","Casado(a)","Suramericana","Sin respuesta","Urbana","Básica secundaria","Empleado","Moto","No aplica","Graduado","2020-08-27T10:00:00Z","NOCHE","09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO","2021-1","SEMESTRE 2","44"
"Femenino","Envigado","Colombia","Envigado","Barrio Obrero","3","Unión libre","EPS Sura","Sin respuesta","Urbana","Pregrado","Desempleado","A Pie","No aplica","Graduado","2016-05-31T10:00:00Z","DIURNA","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2017-1","SEMESTRE 2","30"
"Masculino","Medellín","Colombia","Envigado","La Paz","3","Soltero(a)","Coomeva EPS","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Graduado","2015-06-24T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2016-1","SEMESTRE 2","24"
"Femenino","Medellín","Colombia","Envigado","Jardines","5","Casado(a)","EPS Sura","D6","Urbana","Postgrado","Independiente","Público Otro","No aplica","Activo","2021-01-28T10:00:00Z","DIURNA","18T-TÉCNICO LABORAL EN GASTRONOMÍA","2022-1","SEMESTRE 2","54"
"Femenino","Envigado","Colombia","Envigado","El Salado","1","Soltero(a)","Salud Total EPS","B2","Urbana","Sin respuesta","Estudiante básica","Público Bus o Buseta","Afrodescendiente","Inactivo","2021-09-02T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","16"
"Femenino","Sin respuesta","Colombia","Envigado","Alto De Misael","1","Casado(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","A Pie","No aplica","Graduado","2017-07-14T10:00:00Z","NOCHE","06T-TÉCNICO LABORAL EN ATENCIÓN Y CUIDADO AL ADULTO MAYOR EN EL DOMICILIO","2018-1","SEMESTRE 2","49"
"Masculino","Medellín","Colombia","Envigado","Barrio Mesa","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Empleado","Público Bus o Buseta","No aplica","Graduado","2019-06-17T10:00:00Z","NOCHE","03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA","2020-1","SEMESTRE 2","38"
"Femenino","Itagui","Colombia","Medellín","Sin respuesta","2","Soltero(a)","Nueva Promotora de Salud - Nueva EPS","Sin respuesta","Urbana","Básica secundaria","Estudiante superior","A Pie","No aplica","Inactivo","2017-06-21T10:00:00Z","DIURNA","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2017-2","SEMESTRE 1","22"
"Masculino","Medellín","Colombia","La Estrella","La Ferreira","4","Casado(a)","EPS Sura","Sin respuesta","Urbana","Pregrado","Empleado","Carro Particular","No aplica","Activo","2021-05-04T10:00:00Z","NOCHE","FORMACIÓN EN CONOCIMIENTOS ACADÉMICOS PARA LA ACTUALIZACIÓN DEL DESEMPEÑO DOCENTE CEFIT","2021-1","SEMESTRE 1","48"
"Masculino","Envigado","Colombia","Envigado","Vereda - Las Palmas","2","Soltero(a)","EPS Sura","Sin respuesta","Rural","Sin respuesta","Estudiante básica","Público Bus o Buseta","Desplazado","Cancelado","2020-07-23T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Masculino","Turbo","Colombia","Sabaneta","Sabaneta","3","Soltero(a)","Coomeva EPS","Sin respuesta","Urbana","Básica secundaria","Estudiante superior","Público Bus o Buseta","No aplica","Graduado","2017-05-03T10:00:00Z","DIURNA","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2018-2","SEMESTRE 2","23"
"Femenino","Pereira","Colombia","Envigado","El Dorado","3","Soltero(a)","Colsanitas","Sin respuesta","Urbana","Pregrado","Estudiante superior","Público Bus o Buseta","No aplica","Inactivo","2018-07-17T10:00:00Z","DIURNA","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2019-1","SEMESTRE 2","53"
"Masculino","Medellín","Colombia","Envigado","Zuñiga","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Desempleado","Público Bus o Buseta","No aplica","Graduado","2017-12-07T10:00:00Z","NOCHE","03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA","2019-1","SEMESTRE 2","22"
"Femenino","Envigado","Colombia","Envigado","Primavera","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Público Bus o Buseta","No aplica","Inactivo","2021-04-05T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2021 - MT","DÉCIMO","19"
"Masculino","La Ceja","Colombia","Envigado","Vereda - Las Palmas","2","Soltero(a)","Savia Salud","Sin respuesta","Rural","Media","Desempleado","Público Bus o Buseta","No aplica","Inactivo","2018-12-03T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2019-1","SEMESTRE 1","25"
"Femenino","Itagui","Colombia","Envigado","Barrio Mesa","3","Soltero(a)","Salud Total EPS","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Inactivo","2015-02-03T10:00:00Z","DIURNA","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2015- 1","SEMESTRE 1","24"
"Femenino","Itagui","Colombia","Envigado","El Trianón","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Graduado","2016-07-06T10:00:00Z","DIURNA","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2017-2","SEMESTRE 2","24"
"Masculino","Envigado","Colombia","Envigado","El Salado","2","Soltero(a)","Savia Salud","B2","Urbana","Básica secundaria","Estudiante básica","Moto","No aplica","Activo","2021-08-05T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2022-1","SEMESTRE 1","23"
"Masculino","Sin respuesta","Colombia","Envigado","Zona Centro","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Estudiante básica","Sin respuesta","No aplica","Sin estado",,"MEDIA TÉCNICA","MEDIA TÉCNICA MECÁNICA MOTOS",,,"21"
"Femenino","Envigado","Colombia","Medellín","Sin respuesta","2","Soltero(a)","Nueva Promotora de Salud - Nueva EPS","Sin respuesta","Urbana","Básica secundaria","Estudiante básica","A Pie","No aplica","Desertor","2018-01-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA TECNICO LABORAL AUXILIAR ADMINISTRATIVO CON ENFASIS EN SISTEMAS","2018 - MT","DÉCIMO","18"
"Masculino","Medellín","Colombia","Envigado","El Dorado","4","Soltero(a)","EPS Sura","N0","Urbana","Básica secundaria","Estudiante básica","Bicicleta","No aplica","Activo","2021-07-29T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2022-1","SEMESTRE 2","18"
"Masculino","Medellín","Colombia","Envigado","El Dorado","3","Unión libre","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Empleado","Moto","No aplica","Graduado","2016-01-23T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2016-2","SEMESTRE 2","42"
"Femenino","Andes","Colombia","Envigado","San José","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Graduado","2016-08-11T10:00:00Z","DIURNA","06T-TÉCNICO LABORAL EN ATENCIÓN Y CUIDADO AL ADULTO MAYOR EN EL DOMICILIO","2016-2","SEMESTRE 1","55"
"Masculino","Vegachí","Colombia","Medellín","Acevedo","2","Unión libre","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Sin respuesta","No aplica","Sin estado",,"DIURNA","03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA",,,"34"
"Femenino","Sin respuesta","Colombia","Envigado","El Dorado","4","Casado(a)","EPS Sura","Sin respuesta","Urbana","Pregrado","Empleado","Particular Automóvil","No aplica","Activo","2020-09-29T10:00:00Z","DIURNA","EXTENSIÓN COMPETENCIAS COMPORTAMENTALES PARA EL TRABAJO REMOTO EN CASA","2020-2","SEMESTRE 1","62"
"Masculino","Envigado","Colombia","Envigado","Uribe Ángel","2","Soltero(a)","Salud Total EPS","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Público Bus o Buseta","No aplica","Cancelado","2020-07-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Masculino","Medellín","Colombia","Envigado","Alcalá","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Inactivo","2020-08-12T10:00:00Z","DIURNA","22T-TÉCNICO LABORAL EN MARKETING DIGITAL","2020-2","SEMESTRE 1","21"
"Femenino","Envigado","Colombia","Envigado","San Rafael","2","Unión libre","EPS Sura","B2","Urbana","Sin respuesta","Empleado","Público Bus o Buseta","Desplazado","Inactivo",,,,,,"26"
"Femenino","Envigado","Colombia","Envigado","La Inmaculada","2","Casado(a)","Suramericana","Sin respuesta","Urbana","Sin respuesta","Estudiante superior","Público Bus o Buseta","No aplica","Cancelado","2020-01-31T10:00:00Z","DIURNA","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2020-1","SEMESTRE 1","61"
"Masculino","Bello","Colombia","Envigado","Loma Del Barro","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Estudiante superior","A Pie","No aplica","Graduado","2018-01-29T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA MECÁNICA MOTOS","2018 - MT","DÉCIMO","21"
"Femenino","Envigado","Colombia","Envigado","La Mina","3","Soltero(a)","EPS Sura","C7","Urbana","Media","Independiente","Público Bus o Buseta","No aplica","Activo","2022-02-01T10:00:00Z","NOCHE","14T-TÉCNICO LABORAL EN CONTABILIDAD","2022-1","SEMESTRE 1","25"
"Masculino","Envigado","Colombia","Envigado","Barrio Obrero","3","Soltero(a)","Nueva Promotora de Salud - Nueva EPS","Sin respuesta","Urbana","Media","Empleado","A Pie","No aplica","Sancionado","2018-01-10T10:00:00Z","NOCHE","TÉCNICO LABORAL EN ELECTRÓNICA Y ELECTRICIDAD AUTOMOTRIZ","2019-1","SEMESTRE 2","28"
"Femenino","Envigado","Colombia","Envigado","San José","3","Soltero(a)","EPS Sura","A1","Urbana","Sin respuesta","Estudiante básica","Sin respuesta","No aplica","Inactivo","2021-08-26T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","16"
"Masculino","Bogotá","Colombia","Envigado","Alto De Misael","1","Soltero(a)","Policía Nacional","Sin respuesta","Urbana - rural","Media",,"Sin respuesta","No aplica","Inactivo","2015-02-03T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2015-2","SEMESTRE 2","25"
"Masculino","Medellín","Colombia","Envigado","Primavera","2","Sin Respuesta","EPS Sura","Sin respuesta","Urbana","Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2021-09-06T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","17"
"Femenino","Envigado","Colombia","Retiro","Alto de Carrizales","2","Soltero(a)","EPS Sura","Sin respuesta","Rural","Sin respuesta","Estudiante superior","Público Bus o Buseta","No aplica","Inactivo","2020-07-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Masculino","Envigado","Colombia","Envigado","Uribe Ángel","2","Separado(a)","EPS Sura","A2","Urbana","Básica secundaria","Empleado","Moto","Cabeza de familia","Activo","2021-01-28T10:00:00Z","NOCHE","09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO","2022-1","SEMESTRE 2","42"
"Masculino","Sin respuesta","Colombia","Envigado","Los Naranjos","3","Casado(a)","Coomeva EPS","Sin respuesta","Urbana","Postgrado","Desempleado","Público Bus o Buseta","No aplica","Inactivo","2017-07-18T10:00:00Z","NOCHE","28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos)","2017-2","SEMESTRE 1","51"
"Femenino","Medellín","Colombia","Medellín","Santa Elena","1","Soltero(a)","No Aplica","Sin respuesta","Urbana","Básica secundaria","Independiente","Público Bus o Buseta","No aplica","Inactivo","2017-05-12T10:00:00Z","DIURNA","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2017-2","SEMESTRE 1","25"
"Masculino","Medellín","Colombia","Medellín","Guayabal","3","Casado(a)","Salud Total EPS","Sin respuesta","Urbana","Media","Empleado","Sin respuesta","No aplica","Graduado","2015-05-27T10:00:00Z","NOCHE","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2016-1","SEMESTRE 2","36"
"Masculino","Medellín","Colombia","Envigado","Loma Del Barro","3","Soltero(a)","Nueva Promotora de Salud - Nueva EPS","Sin respuesta","Urbana","Básica secundaria","Estudiante superior","A Pie","No aplica","Inactivo","2019-11-21T10:00:00Z","MEDIA TÉCNICA","PROYECTOS FORMATIVOS MEDIA TECNICA","2018 - MT","ONCE","19"
"Femenino","Sin respuesta","Colombia","Envigado","Alcalá",,"Soltero(a)","No Aplica","Sin respuesta","Urbana","Media",,"Sin respuesta","No aplica","Inactivo","2015-05-19T10:00:00Z","DIURNA","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2015-2","SEMESTRE 2","31"
"Masculino","Sin respuesta","Sin respuesta",,"Sin respuesta",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2015-07-09T10:00:00Z","NOCHE","EXT GASTRONOMÍA","2015-2","SEMESTRE 1","54"
"Masculino","La Unión","Colombia","Envigado","Las Orquídeas","2","Unión libre","Cafesalud  EPS","Sin respuesta","Urbana","Media","Empleado","Bicicleta","No aplica","Graduado","2016-05-04T10:00:00Z","NOCHE","15T-TÉCNICO LABORAL EN ELECTRICIDAD (Estudiantes Antiguos)","2017-1","SEMESTRE 2","41"
"Masculino","Itagui","Colombia","Envigado","El Dorado","4","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Moto","No aplica","Graduado","2018-11-16T10:00:00Z","NOCHE","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2020-1","SEMESTRE 2","21"
