"Género","Municipio de Nacimiento","País","Municipio Dirección","Barrio Dirección","Estrato","Estado civil","EPS","Grupo Sisben","Zona","Nivel de formación","Ocupación","Medio de Transporte","Multiculturalidad","Estado","Fecha de Matrícula","Jornada","Programa","Período","Nivel","Edad"
"Masculino","Medellín","Colombia","Envigado","Las Flores","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Particular Motocicleta","No aplica","Graduado","2018-07-13T10:00:00Z","NOCHE","31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos)","2019-1","SEMESTRE 2","25"
"Masculino","Medellín","Colombia","Envigado","Barrio Obrero",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-11-19T10:00:00Z","DIURNA","EXTENSIÓN - BIOSEGURIDAD","2020-2","SEMESTRE 1","27"
"Masculino","Itagui","Colombia","Envigado","Alcalá","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Desempleado","A Pie","No aplica","Graduado","2017-06-07T10:00:00Z","NOCHE","06T-TÉCNICO LABORAL EN ATENCIÓN Y CUIDADO AL ADULTO MAYOR EN EL DOMICILIO","2018-1","SEMESTRE 2","74"
"Masculino","Medellín","Colombia","Envigado","Barrio Obrero","3","Soltero(a)","Coomeva EPS","Sin respuesta","Urbana","Media","Estudiante superior","Peatón","No aplica","Graduado","2018-07-04T10:00:00Z","DIURNA","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2019-1","SEMESTRE 2","23"
"Femenino","Medellín","Colombia","Envigado","Las Flores",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-09-30T10:00:00Z","DIURNA","EXTENSIÓN - BIOSEGURIDAD","2020-2","SEMESTRE 1","25"
"Masculino","Medellín","Colombia","Envigado","Loma Del Barro","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Pregrado","Independiente","SITP o Bus","No aplica","Inactivo","2018-07-05T10:00:00Z","NOCHE","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2019-1","SEMESTRE 2","32"
"Femenino","Itagui","Colombia","Envigado","Barrio Mesa","3","Soltero(a)","Salud Total EPS","Sin respuesta","Urbana","Media","Estudiante básica","Sin respuesta","No aplica","Inactivo","2018-02-02T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA GASTRONOMÍA INT","2016 - MT","ONCE","23"
"Femenino","Envigado","Colombia","Envigado","Barrio Mesa","3","Divorciado(a)","No Aplica","A3","Rural","Media","Desempleado","Moto","No aplica","Activo","2022-02-07T10:00:00Z","NOCHE","21T-TÉCNICO LABORAL EN MANTENIMIENTO DE COMPUTADORES Y REDES LOCALES DE DATOS","2022-1","SEMESTRE 1","58"
"Masculino","Medellín","Colombia","Envigado","Barrio Obrero","3","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Desempleado","A Pie","No aplica","Graduado","2016-05-04T10:00:00Z","DIURNA","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2017-1","SEMESTRE 2","23"
"Masculino","Itagui","Colombia","Itagui","Sin respuesta","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Particular Automóvil","No aplica","Inactivo","2016-12-12T10:00:00Z","NOCHE","TÉCNICO LABORAL EN ELECTRÓNICA Y ELECTRICIDAD AUTOMOTRIZ","2017-1","SEMESTRE 1","27"
"Femenino","Caldas","Colombia","Envigado","Barrio Mesa","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Independiente","Público Bus o Buseta","No aplica","Sancionado","2018-07-09T10:00:00Z","NOCHE","27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos)","2018-2","SEMESTRE 1","27"
"Masculino","Envigado","Colombia","Envigado","La Paz","3","Soltero(a)","Salud Total EPS","Sin respuesta","Urbana","Media","Empleado","Particular Motocicleta","No aplica","Aplazamiento Semestre","2017-07-14T10:00:00Z","NOCHE","27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos)","2018-1","SEMESTRE 2","29"
"Masculino","Medellín","Colombia","Envigado","Barrio Mesa","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Estudiante básica","A Pie","Desplazado","Inactivo","2019-11-21T10:00:00Z","MEDIA TÉCNICA","PROYECTOS FORMATIVOS MEDIA TECNICA","2018 - MT","ONCE","20"
"Masculino","Itagui","Colombia","Heliconia","Sin respuesta","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Pregrado","Estudiante superior","Moto","No aplica","Inactivo","2017-12-06T10:00:00Z","NOCHE","03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA","2018-1","SEMESTRE 1","27"
"Masculino","Envigado","Colombia","Envigado","Sin respuesta","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Estudiante básica","Público Bus o Buseta","No aplica","Desertor","2018-01-29T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA MECÁNICA MOTOS","2018 - MT","DÉCIMO","20"
"Masculino","Sin respuesta","Colombia","Envigado","La Magnolia","3","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Empleado","Sin respuesta","No aplica","Inactivo","2015-05-12T10:00:00Z","NOCHE","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2015- 1","SEMESTRE 2","25"
"Masculino","Medellín","Colombia","Envigado","La Paz","3","Soltero(a)","Colsanitas","Sin respuesta","Urbana","Media","Independiente","Particular Motocicleta","No aplica","Sin estado",,"NOCHE","28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos)",,,"34"
"Femenino","Caracas","Colombia","Medellín","Bello","4","Soltero(a)","EPS Sura","Sin respuesta","Urbana - rural","Media","Estudiante básica","Carro Particular","No aplica","Inactivo","2020-07-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Masculino","Envigado","Colombia","Envigado","El Trianón","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","A Pie","No aplica","Inactivo","2018-11-22T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2019-2","SEMESTRE 2","26"
"Femenino","Medellín","Colombia","Envigado","La Mina","2","Soltero(a)","Nueva Promotora de Salud - Nueva EPS","A3","Urbana","Sin respuesta","Estudiante básica","A Pie","No aplica","Inactivo","2021-08-31T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2021 - MT","NOVENO","15"
"Femenino","Popayán","Colombia","Itagui","Sin respuesta",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2020-09-24T10:00:00Z","DIURNA","EXTENSION HERRAMIENTAS TICS","2020-2","SEMESTRE 1","33"
"Femenino","Envigado","Colombia","Envigado","La Magnolia","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Estudiante básica","A Pie","No aplica","Inactivo","2020-03-09T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2021 - MT","ONCE","17"
"Femenino","Envigado","Colombia","Envigado","La Magnolia","3","Casado(a)","Salud Total EPS","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Inactivo","2015-12-22T10:00:00Z","DIURNA","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2016-2","SEMESTRE 2","36"
"Femenino","Sin respuesta","Colombia","Envigado","El Salado","2","Unión libre","No Aplica","Sin respuesta","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Graduado","2016-05-05T10:00:00Z","DIURNA","04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos)","2017-2","SEMESTRE 2","31"
"Masculino","Envigado","Colombia","Envigado","La Mina","2","Unión libre","SISBEN","Sin respuesta","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Inactivo","2016-07-19T10:00:00Z","NOCHE","TÉCNICO LABORAL EN ELECTRÓNICA Y ELECTRICIDAD AUTOMOTRIZ","2017-1","SEMESTRE 2","32"
"Femenino","Medellín","Colombia","Envigado","La Magnolia","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Inactivo","2020-01-16T10:00:00Z","NOCHE","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2020-2","SEMESTRE 2","37"
"Femenino","Medellín","Colombia","Envigado","Barrio Mesa","3","Casado(a)","EPS Sura","C7","Urbana","Media","Estudiante superior","A Pie","No aplica","Inactivo","2020-01-16T10:00:00Z","NOCHE","28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos)","2021-2","SEMESTRE 2","51"
"Femenino","Itagui","Colombia","Envigado","El Dorado","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Graduado","2017-11-21T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2018-2","SEMESTRE 2","30"
"Masculino","Sin respuesta","Colombia","Envigado","Sin respuesta","3","Soltero(a)","No Aplica","Sin respuesta","Urbana","Sin respuesta",,"Sin respuesta","No aplica","Activo","2014-06-21T10:00:00Z","NOCHE","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2015- 1","SEMESTRE 2","30"
"Femenino","Bello","Colombia","Envigado","La Mina","3","Unión libre","SISBEN","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Inactivo","2020-08-19T10:00:00Z","DIURNA","14T-TÉCNICO LABORAL EN CONTABILIDAD","2021-1","SEMESTRE 2","36"
"Masculino","Envigado","Colombia","Envigado","La Paz","3","Unión libre","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Particular Motocicleta","No aplica","Graduado","2019-05-16T10:00:00Z","DIURNA","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2020-1","SEMESTRE 2","32"
"Femenino","Medellín","Colombia","Envigado","El Salado","2","Unión libre","Salud Total EPS","Sin respuesta","Urbana","Media","Desempleado","Público Bus o Buseta","No aplica","Aplazamiento Semestre","2017-11-27T10:00:00Z","NOCHE","27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos)","2018-1","SEMESTRE 1","25"
"Masculino","Envigado","Colombia","Envigado","Alcalá","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Inactivo","2015-02-03T10:00:00Z","NOCHE","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2015- 1","SEMESTRE 1","24"
"Femenino","Envigado","Colombia","Envigado","La Mina","2","Soltero(a)","SISBEN","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","Desplazado","Graduado","2016-01-26T10:00:00Z","DIURNA","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2016-2","SEMESTRE 2","24"
"Femenino","Envigado","Colombia","Envigado","Alto De Misael","2","Soltero(a)","EPS Sura","D8","Urbana","Básica secundaria","Empleado","Peatón","No aplica","Cancelado","2017-01-19T10:00:00Z","DIURNA","31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos)","2017-2","SEMESTRE 2","28"
"Femenino","Medellín","Colombia","Envigado","Barrio Mesa","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Cancelado","2016-10-06T10:00:00Z","DIURNA","06T-TÉCNICO LABORAL EN ATENCIÓN Y CUIDADO AL ADULTO MAYOR EN EL DOMICILIO","2016-2","SEMESTRE 1","44"
"Masculino","Medellín","Colombia","Envigado","Vereda - Las Palmas","3","Soltero(a)","Coomeva EPS","Sin respuesta","Rural","Media","Estudiante básica","Sin respuesta","No aplica","Graduado","2018-02-01T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2016 - MT","DÉCIMO","22"
"Masculino","Sin respuesta","Sin respuesta",,"Sin respuesta",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Activo","2015-07-09T10:00:00Z","NOCHE","EXT GASTRONOMÍA","2015-2","SEMESTRE 1","32"
"Masculino","Medellín","Colombia","Sabaneta","Sabaneta","4","Casado(a)","EPS Sura","Sin respuesta","Urbana","Media","Independiente","Público Bus o Buseta","No aplica","Inactivo","2018-11-08T10:00:00Z","NOCHE","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2019-2","SEMESTRE 2","31"
"Femenino","Medellín","Colombia","Envigado","Vereda - Las Palmas","2","Soltero(a)","No afiliado a EPS","Sin respuesta","Rural","Media","Estudiante superior","Público Bus o Buseta","No aplica","Inactivo","2020-08-19T10:00:00Z","DIURNA","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2021-1","SEMESTRE 2","38"
"Masculino","Medellín","Colombia","Envigado","Uribe Ángel","2","Casado(a)","Coomeva EPS","Sin respuesta","Urbana","Básica secundaria","Empleado","Particular Motocicleta","No aplica","Graduado","2016-01-22T10:00:00Z","NOCHE","15T-TÉCNICO LABORAL EN ELECTRICIDAD (Estudiantes Antiguos)","2017-1","SEMESTRE 2","49"
"Femenino","Medellín","Colombia","Envigado","El Salado","2","Soltero(a)","Savia Salud","Sin respuesta","Urbana","Básica secundaria","Empleado","Público Bus o Buseta","No aplica","Graduado","2017-06-12T10:00:00Z","DIURNA","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2018-1","SEMESTRE 2","28"
"Femenino","Envigado","Colombia","Envigado","El Esmeraldal","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Estudiante básica","Público Bus o Buseta","No aplica","Graduado","2017-05-19T10:00:00Z","DIURNA","04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos)","2018-2","SEMESTRE 2","22"
"Femenino","Medellín","Colombia","Envigado","La Sebastiana","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","A Pie","No aplica","Cancelado","2019-06-27T10:00:00Z","NOCHE","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2019-2","SEMESTRE 1","36"
"Femenino","Envigado","Colombia","Envigado","San Rafael","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Empleado","Sin respuesta","Cabeza de familia","Graduado","2015-02-03T10:00:00Z","NOCHE","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2015-2","SEMESTRE 2","34"
"Masculino","Medellín","Colombia","Medellín","Las Brisas","2","Sin Respuesta","No Aplica","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Público Bus o Buseta","No aplica","Activo","2021-04-05T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA MARKETING DIGITAL","2021 - MT","DÉCIMO","18"
"Masculino","Jericó","Colombia","Sabaneta","Sabaneta","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Sin respuesta","No aplica","Cancelado","2015-06-17T10:00:00Z","NOCHE","15T-TÉCNICO LABORAL EN ELECTRICIDAD (Estudiantes Antiguos)","2016-2","SEMESTRE 1","38"
"Masculino","Sin respuesta","Colombia","Caldas","Sin respuesta","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Sin respuesta",,"Sin respuesta","No aplica","Activo","2014-06-21T10:00:00Z","NOCHE","26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos)","2015- 1","SEMESTRE 2","43"
"Femenino","Medellín","Colombia","Envigado","Alto De Misael","2","Soltero(a)","Sanitas EPS","B1","Urbana","Básica secundaria","Empleado","Público Bus o Buseta","No aplica","Inactivo","2021-01-29T10:00:00Z","NOCHE","14T-TÉCNICO LABORAL EN CONTABILIDAD","2021-2","SEMESTRE 2","37"
"Masculino","Medellín","Colombia","Envigado","La Mina","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Empleado","Público Bus o Buseta","No aplica","Graduado","2017-05-05T10:00:00Z","DIURNA","10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos)","2018-1","SEMESTRE 2","28"
"Femenino","Sin respuesta","Colombia","Envigado","Vallejuelos","4","Soltero(a)","No Aplica","Sin respuesta","Urbana","Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2014-06-21T10:00:00Z","DIURNA","TÉCNICO LABORAL EN DISEÑO GRAFICO","2014-2","SEMESTRE 1","29"
"Masculino","Medellín","Colombia","Envigado","Barrio Obrero","2","Casado(a)","EPS Sura","D2","Urbana","Básica secundaria","Empleado","Bicicleta","No aplica","Aplazamiento Semestre","2021-07-27T10:00:00Z","NOCHE","09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO","2021-2","SEMESTRE 1","40"
"Femenino","Envigado","Colombia","Envigado","Sin respuesta",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2018-02-02T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA GASTRONOMÍA INT","2016 - MT","ONCE","21"
"Masculino","Medellín","Colombia","Envigado","La Mina","2","Soltero(a)","Coomeva EPS","Sin respuesta","Urbana","Media","Desempleado","Público Metro","No aplica","Graduado","2016-05-06T10:00:00Z","NOCHE","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2018-2","SEMESTRE 2","26"
"Femenino","Envigado","Colombia","Envigado","Sin respuesta",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2016-11-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA PANADERIA","2016-1","ONCE","36"
"Masculino","Medellín","Colombia","Envigado","San José","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Desempleado","Peatón","Cabeza de familia","Inactivo",,,,,,"34"
"Femenino","Medellín","Colombia","Envigado","Los Naranjos","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Básica secundaria","Estudiante superior","Público Bus o Buseta","No aplica","Inactivo","2017-06-09T10:00:00Z","NOCHE","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2018-1","SEMESTRE 2","34"
"Femenino","Jericó","Colombia","Envigado","Barrio Obrero","3","Divorciado(a)","Coomeva EPS","Sin respuesta","Urbana","Media","Empleado","A Pie","No aplica","Graduado","2018-01-16T10:00:00Z","DIURNA","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2018-2","SEMESTRE 2","44"
"Masculino","Envigado","Colombia","Envigado","Zuñiga","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Sin respuesta",,"Sin respuesta","No aplica","Inactivo","2016-01-20T10:00:00Z","NOCHE","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2016-2","SEMESTRE 1","23"
"Masculino","Medellín","Colombia","Envigado","La Magnolia","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Moto","No aplica","Graduado","2016-06-07T10:00:00Z","NOCHE","03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA","2017-2","SEMESTRE 2","5"
"Femenino","Medellín","Colombia","Envigado","Barrio Mesa","3","Soltero(a)","Cafesalud  EPS","Sin respuesta","Urbana","Media","Estudiante superior","A Pie","No aplica","Graduado","2015-02-03T10:00:00Z","DIURNA","19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL","2016-2","SEMESTRE 2","29"
"Masculino","Envigado","Colombia","Envigado","La Mina","3","Soltero(a)","Nueva Promotora de Salud - Nueva EPS","Sin respuesta","Urbana","Media","Estudiante superior","Moto","No aplica","Sancionado","2018-12-06T10:00:00Z","DIURNA","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2019-1","SEMESTRE 1","25"
"Femenino","Medellín","Colombia","Envigado","Alto De Misael","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Sin respuesta","No aplica","Inactivo","2020-07-25T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Masculino","Medellín","Colombia","Medellín","Sin respuesta","2","Soltero(a)","Policía Nacional","Sin respuesta","Urbana","Sin respuesta","Estudiante básica","Público Bus o Buseta","No aplica","Inactivo","2020-07-24T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Femenino","Envigado","Colombia","Envigado","La Mina","2","Soltero(a)","SISBEN","Sin respuesta","Urbana","Básica secundaria","Estudiante superior","Público Bus o Buseta","No aplica","Graduado","2019-02-21T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA MERCADEO Y VENTAS","2019 - MT","ONCE","19"
"Masculino","Caucasia","Colombia","Envigado","La Mina","3","Soltero(a)","COOSALUD EPS","B1","Urbana","Media","Estudiante superior","A Pie","No aplica","Graduado","2020-01-08T10:00:00Z","DIURNA","27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos)","2021-1","SEMESTRE 2","23"
"Masculino","Sin respuesta","Colombia","Envigado","El Dorado","3","Soltero(a)","EPS Sura","C5","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Inactivo","2021-02-09T10:00:00Z","NOCHE","09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO","2021-2","SEMESTRE 2","31"
"Femenino","Envigado","Colombia","Envigado","La Paz","3","Soltero(a)","Coomeva EPS","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Aplazamiento Semestre","2016-07-13T10:00:00Z","DIURNA","01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO","2016-2","SEMESTRE 1","46"
"Femenino","Apartadó","Colombia","Envigado","La Magnolia","3","Casado(a)","EPS Sura","C1","Urbana","Media","Independiente","A Pie","No aplica","Activo","2022-02-09T10:00:00Z","NOCHE","23T-TÉCNICO LABORAL EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS","2022-1","SEMESTRE 1","50"
"Masculino","Itagui","Colombia","Envigado","La Pradera","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Graduado","2018-01-12T10:00:00Z","NOCHE","24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos)","2020-2","SEMESTRE 2","21"
"Masculino","Medellín","Colombia","Envigado","Alto De Misael","2","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","A Pie","No aplica","Inactivo","2019-06-04T10:00:00Z","NOCHE","03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA","2021-2","SEMESTRE 2","22"
"Femenino","Bogotá","Colombia","Envigado","San José","2","Soltero(a)","Salud Total EPS","Sin respuesta","Urbana","Media","Empleado","Público Bus o Buseta","No aplica","Graduado","2019-05-08T10:00:00Z","DIURNA","11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos)","2020-1","SEMESTRE 2","45"
"Femenino","Sahagún","Colombia","Envigado","La Sebastiana","2","Soltero(a)","Susalud","Sin respuesta","Rural","Media","Empleado","Público Bus o Buseta","No aplica","Graduado","2019-01-17T10:00:00Z","NOCHE","28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos)","2019-2","SEMESTRE 2","25"
"Femenino","Medellín","Colombia","Envigado","El Salado","2","Soltero(a)","Savia Salud","Sin respuesta","Urbana - rural","Media","Independiente","Público Bus o Buseta","No aplica","Inactivo","2019-07-19T10:00:00Z","NOCHE","02T-TÉCNICO LABORAL AUXILIAR EN GESTIÓN DOCUMENTAL","2020-1","SEMESTRE 2","27"
"Masculino","Envigado","Colombia","Envigado","El Chinguí","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Inactivo","2015-02-03T10:00:00Z","NOCHE","03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA","2015-2","SEMESTRE 2","25"
"Femenino","Medellín","Colombia","Envigado","El Dorado","2","Soltero(a)","SISBEN","B2","Urbana","Media","Desempleado","A Pie","No aplica","Inactivo","2021-02-01T10:00:00Z","NOCHE","27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos)","2021-2","SEMESTRE 2","26"
"Masculino","Sin respuesta","Colombia","Envigado","Las Casitas","2","Soltero(a)","No Aplica","Sin respuesta","Urbana","Media","Estudiante superior","Sin respuesta","No aplica","Cancelado","2015-07-24T10:00:00Z","NOCHE","15T-TÉCNICO LABORAL EN ELECTRICIDAD (Estudiantes Antiguos)","2016-1","SEMESTRE 1","26"
"Masculino","Envigado","Colombia","Envigado","Alcalá","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Empleado","Sin respuesta","Cabeza de familia","Activo","2015-02-03T10:00:00Z","NOCHE","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2015-2","SEMESTRE 2","50"
"Femenino","Caldas","Colombia","Envigado","Barrio Mesa","3","Soltero(a)","COOSALUD EPS","D19","Urbana","Media","Estudiante superior","A Pie","No aplica","Activo","2022-01-31T10:00:00Z","NOCHE","13T-TÉCNICO LABORAL EN AUXILIAR EN SEGURIDAD OCUPACIONAL","2022-1","SEMESTRE 1","17"
"Femenino","Envigado","Colombia","Envigado","La Mina","2","Soltero(a)","EPS Sura","Sin respuesta","Rural","Sin respuesta","Estudiante básica","A Pie","No aplica","Inactivo","2020-07-25T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Femenino","Cañasgordas","Colombia","Envigado","San Rafael","2","Sin Respuesta","EPS Sura","Sin respuesta","Urbana - rural","Sin respuesta","Estudiante básica","Público Bus o Buseta","No aplica","Inactivo","2020-07-25T10:00:00Z","MEDIA TÉCNICA","MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL","2020 - MT","NOVENO","16"
"Masculino","Itagui","Colombia","Itagui","San Pio X","3","Soltero(a)","EPS Sura","Sin respuesta","Urbana","Media","Estudiante superior","Público Bus o Buseta","No aplica","Inactivo","2015-12-18T10:00:00Z","NOCHE","17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2016-2","SEMESTRE 2","27"
"Femenino","Sin respuesta","Colombia","Envigado","Sin respuesta",,"Sin Respuesta","No Aplica","Sin respuesta",,"Sin respuesta",,"Sin respuesta","No aplica","Graduado","2018-02-09T10:00:00Z","MEDIA TÉCNICA","MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO","2019-1","SEMESTRE 2","20"
